,date,code,weight
13,2015-12-31,603369.SH,0.08914597365387454
14,2015-12-31,601666.SH,0.05827792467453862
0,2016-01-29,000616.SZ,0.06347393897121918
1,2016-01-29,600657.SH,0.061569014339000146
2,2016-01-29,000572.SZ,0.05784588958362964
3,2016-01-29,600064.SH,0.07968935720249402
4,2016-01-29,000926.SZ,0.07929513586977681
5,2016-01-29,600859.SH,0.06608744969905435
6,2016-01-29,600790.SH,0.03973576420214417
7,2016-01-29,600284.SH,0.0528883059998145
8,2016-01-29,600823.SH,0.12620367973947888
9,2016-01-29,600141.SH,0.03841809701684699
10,2016-01-29,600510.SH,0.052738313491182146
11,2016-01-29,600059.SH,0.04550333298071655
12,2016-01-29,600717.SH,0.09643672067217837
13,2016-01-29,600811.SH,0.06913702582555414
14,2016-01-29,000861.SZ,0.07097797440691028
0,2016-02-29,600657.SH,0.06526521911688227
1,2016-02-29,600059.SH,0.05572355307508944
2,2016-02-29,000900.SZ,0.05324352704624268
3,2016-02-29,600067.SH,0.07456956143621266
4,2016-02-29,000652.SZ,0.05297229997259797
5,2016-02-29,600064.SH,0.07771156502396713
6,2016-02-29,600809.SH,0.09697840593665923
7,2016-02-29,002011.SZ,0.07296300690595678
8,2016-02-29,000631.SZ,0.06750459532884277
9,2016-02-29,600260.SH,0.04318047098869116
10,2016-02-29,600859.SH,0.06311737219435898
11,2016-02-29,000088.SZ,0.08083433699853733
12,2016-02-29,600717.SH,0.09996191581431803
13,2016-02-29,000616.SZ,0.04752074153172334
14,2016-02-29,600284.SH,0.04845342862992038
0,2016-03-31,000979.SZ,0.09432160625344334
1,2016-03-31,600067.SH,0.05808200473758252
2,2016-03-31,000667.SZ,0.05964937429544201
3,2016-03-31,600657.SH,0.04833904211066632
4,2016-03-31,000973.SZ,0.048869330295831535
5,2016-03-31,600743.SH,0.05349200278885376
6,2016-03-31,600859.SH,0.05504931844050459
7,2016-03-31,000528.SZ,0.0419495335471533
8,2016-03-31,600329.SH,0.0707545310108147
9,2016-03-31,000919.SZ,0.03390006262221846
10,2016-03-31,600970.SH,0.0646046165335483
11,2016-03-31,600169.SH,0.05595669173667309
12,2016-03-31,000402.SZ,0.1436171588247963
13,2016-03-31,600315.SH,0.10663784321384752
14,2016-03-31,002203.SZ,0.06477688358862436
0,2016-04-29,600284.SH,0.050778510667946725
1,2016-04-29,600859.SH,0.0624509698501477
2,2016-04-29,000667.SZ,0.06149852857923499
3,2016-04-29,600315.SH,0.1172272245138197
4,2016-04-29,000926.SZ,0.0658466652259077
